sentiment,review_body,product_category
1,I recently bought this dress in an retailer store  to attend an art museum event . the open back created an awkward bra exposure problem  which i solved by buying a gabardia camisole by lacausa (the same brand and print as the dress.) the dress is described as casual  but it can be dressed up with gold shoes or sandals.   the retailer saleswoman brought me the dara vegan leather jacket in plum  by hei hei to complete the outfit. the contrast between the airy dress and the vegan leather was chic and,Lounge
1,These pants have a very odd design but they are so soft and so comfortable i could not resist. going on a trip to key west and thought they would be great for the plane ride. they fit true to size. could not pass up as they were on sale.,Lounge
1,I love the concept  and it fit nice and looked cozy yet a bit sexy. however  the material was a tiny bit scratchy and warm. so with no long sleeves  you would have to wear a sweater or something on top and i was looking for a simple one piece. i would have loved this and not returned it if the fabric was soft. it should be  it's all about being cozy.,Lounge
1,Comfortable  decent quality and very casual,Lounge
1,I am somewhere between a size 6 or 8  so i ordered this dress in a size small. mistake. too small. the color of this dress is so lovely. it's between red and orange. will probably order it in medium.,Lounge
1,I just got this dress and am so excited to have it hanging in my closet  i've been eyeing it for a long time and am glad i got it on sale. i felt like a greek goddess when i tried this on and cannot wait to wear it. it fits like it was made just for me. the outer material is a little heavier than expected but it not a problem  the second layer is form fitting and soft. i feel like the restricted opening at the bottom forces me to slow down  like a lady and take in my surroundings  after all life,Lounge
-1,I saw this in the store and was glad i didn't order it earlier online. i thought it would be beautifully stitched but it was rather flat and unimpressive in person. i like more unusual and flattering pieces  and this just wasn't it. no compliments here.,Outerwear
-1,"Despite retailer's claim that they have ""fixed"" the button issue on this coat  beware. they haven't. i ordered this coat november 18th  feeling safe that the issue that scores of other reviewers had noted was fixed  because retailer indicated ""rest assured  this issue has been fixed"" (as noted in the item description). feeling confident that i'd get a non-defective coat at this late date in the quality assurance cycle  i was severely disappointed to open my shipment tonight (nov 24th) immediately di",Outerwear
-1,I love the colors and style of this poncho  however  the fabric is a total miss.  it is so scratchy  i developed a serious rash within the first 1/2 hour of wering it. also  unfortunately  the fabric is not woven tightly  so the poncho does not keep you warm  the wind whips right through it. it is disappointing that while the styles of retailer have remained top  the quality of their clothing has steadly gone down the hill. i hope retailer will put more effort in bringing the quality back.,Outerwear
-1,Like one of the previous reviewers  when my jacket arrived  it was not in the great dark wash pictured online. it was in a basic  medium denim wash. i like the wash pictured online; i did not like the wash the jacket came in. additionally  know that it is just huge. i ordered my usual size (medium) and understood that the jacket was meant to be roomy and swingy  but there is no way that one size down would be enough to compensate for how swimmingly large it was. i never tried an xs  but it was s,Outerwear
-1,I wanted to like this coat so bad! i loved the bright red color and design  but when i received it  it seemed very cheap and just too large. i returned it.,Outerwear
-1,Ordered a size medium as i usually take a medium in retailer coats- the wool is wonderful however the stripped bands are sewn into the fabric which add to the weight. the coat has an odd shape - not a line or straight. the medium was large on me. the bottom edges of the coat did not line up when buttoned and there was no inside hook or button to help even out the bottom edges. sadly this coat will be returned.,Outerwear
-1,"Saw this on line and decided to ""splurge"" for the holidays. arrived today and is going right back. runs very small especially in the waist. trim is a cheap ribbed fabric with a zipper. fabric is not elegant looking as in the picture  appears cheap and very itchy. sooooo disappointed.",Outerwear
-1,I ordered this coat because  like others  i was taken by its feminine beauty! unfortunately  the coat showed up with the top button broken off (and missing) and another button hole torn open. i returned that coat right away  thinking that it'd been damaged somehow in shipping. however  i began to question the quality of the coat when the second coat showed up with a broken and missing top button! when i tried on the coat  i found the missing button stuffed into the pocket. not the quality i expe,Outerwear
-1,"I was looking for a really warm  but stylish coat that i could wear when the weather is frigid as it sometimes gets here in the dc area. i tried on a size small  which is my usual coat size. while the coat fit  it was not flattering. for reference i am 5'9"" 128 pounds and usually wear a small/xsmall in retailer tops. in this coat i looked like a linebacker with pads on. the front material is doubled  which makes you look like you have a large protruding stomach. the shoulders are bulky and",Outerwear
0,I was so excited for this coat when i saw it in the catalog  but disappointed when it got to stores. the faux fur pictured both here and in the catalog looked much more of a burnt red brown color than the straight up maroon that it actually is in store. i'd say it even looks a bit purple. the nice thing is that it is detachable and you can replace it with something else if you really don't like the color. i have decided to buy it anyways because the fit of the coat is lovely and simply stunning.,Outerwear
0,I just loved this when i saw it in store. beautiful fabric  lovely color. i ordered a small petite because petite xs was sold out. i imagine it might be a little better if it were a size smaller  but there is sooo much fabric in the pleated bottom  unless you are blessed with exceptionally long legs  it might end up looking like a witches coat. at least that is what i was told by my daughter.,Outerwear
0,"I'm all over this trend  but this vest is quite thick/poufy  and on me i feel like it triangles out and all you see is furball. i love it - but i think you need some height for this to look its best. on me  a sweater vest would perhaps be better. i am chesty. but i cant decide. its really cute! if you're taller than 5'4"" don't hesitate.",Outerwear
0,"This is a beautiful coat nicely constructed and very warm. it was just too bulky for me and i looked 10 lbs heavier in it. i am 5'7"" and 140 lbs. maybe it would be better suited to a more slender frame.",Outerwear
0,I thought this would be so clean looking  in a theory/vince. menswear way  but unfortunately the cut of the coat is super unflattering. i waiver between a 2 and a 4 at retailer and erred on the side of caution and went with the 4. the shoulders are way off the mark  sleeves are too long  and the button hits about 3 inches too low. it's just...baggy...in a way that the size itself is not the issue. alas  this is going back  and my search for the perfect coat continues!,Outerwear
0,Wow  this runs small! i'm thinking the accidentally sent me an xxs?!?,Outerwear
0,This trench is beautiful  with a lovely  swinging skirt that adds a romantic sense of drama and movement - you'll feel as though you are starring in your very own film noir movie. i wish i could have kept it  but i couldn't justify paying full price on a coat that had to be hand-washed (the label specifies no dry cleaning!).there is a lot of fabric on this trench  and i imagine that all those little pleats will have to be ironed too. i don't have the time for that  and for this much money  i wou,Outerwear
0,This would be perfect except for the ridiculous attached scarf. the material is so soft and luxe. the colors are richer in person and perfectly go with everything. but the attached scarf ruins everything!! the scarf is not flattering and takes away form the cute buttons on the front. if the scarf could be removed it would be a great sweater coat. so disappointing.,Outerwear
0,I fell in love with this trench when i first saw it online but ended up returning it once i tried it on. i'm 5'9  140 lbs and the m fit true to size. but the belt hit above my natural waistline and the skirt of the coat was much fuller than i expected  making me look heavier. the material also wrinkles easily and the stitching was poor quality with lots of loose threads. disappointed  as the color and concept were great.,Outerwear
1,Love this jacket! really wish it came in real leather as well but can't beat this price point. great cut  fit. and love that the zipper is black. looks like it is worn in leather  most peoppe can't tell that it's vegan!,Outerwear
1,This jacket is so adorable on! i have no idea why retailer styled it with a chunky cream turtleneck under it considering the jacket is also cream and it's hard to tell what it even looks like?! i've been searching for a coat like this to give my leather jacket a break. in my opinion a lot of the faux coats look like they have cheap itchy material. this definitely does not! it is super soft and the faux fur is of high quality. the inside is also lined and feels like a very thick soft jersey sweater,Outerwear
1,Run to purchase this jacket. i am in love. it surpassed my wildest expectations when it arrived. beautiful coloration  comfortable fit  fantastic fabric and gorgeous collar. i am so glad that i ordered it. please use this exact same design and offer this same jacket in other colors and patterns. i can't say enough good things about this item.,Outerwear
1,I love sanctuary clothing. this parka is on the lighter side  good for this mild east coast winter. it is water repellent. the length hits me on my upper thigh and the sleeves are long ( good for longer limbs). i received many compliments.,Outerwear
1,The picture does no justice to this stellar piece. its extremely comfortable and looks extremely chic!!! its very 1970's   studio 54 look and ive received tons of compliments!!!! at the price point  its worth it!!!!!,Outerwear
1,This vest is so cute and a perfect transition piece for fall. it runs a little big. i normally wear an xs  but i had to exchange for an xxs,Outerwear
1,Such a pleasant surprise. i saw this in the store and had to try it on. it looks and feels like a lightweight real suede. the color is a wonderful neutral-much prettier than what i am seeing in the pic here. fits tts. although i will wear 0-2 petites in dresses and some pants i found the regular xs to be just right.,Outerwear
1,I had to size up to a medium because otherwise my boobs would not get along well with that button down front  but once that was taken care of i really loved the silhouette this created. the belted waist flatters an hourglass shape nicely. perfect for sipping tea and eating finger pastries like a fancy little lady. i have no idea what i'm going to do when the time comes to wash it though... we'll cross that road when we come to it  i guess. also - the interior seams are a bright  electric blue -,Outerwear
1,This poncho is dreamy. the colors are divine and appear a little bolder in person. there is a gorgeous leather trim around the edges that elevates the look so much. the belt minimizes how big the poncho is and really makes it feminine. its everything you dream of when it comes to a third layer for fall. my only gripe is that the fabric is a little itchy. it being wool i can't say that i'm surprised and the truth is that its heavy enough that you would definitely be wearing long sleeves underneat,Outerwear
-1,They look nice on the page  but they didn't work on my body. made me look big and boxy. maybe if you're super-skinny  they'll be fine.,Pants
-1,My husband never has anything negative to say about my clothes until i wore these pants! they are not flattering and kept stretching out until i could pull them off without unzipping them! baggy in the behind and sloppy looking. they are going back asap!,Pants
-1,First  the good parts: these are adorable in person and (i think) the colors are prettier in person than in the pictures. the green isn't too army green  it's a pretty nice mellow neutral that you could wear with reds  whites  blues  pinks...virtually any color.  the tencel fabric is super soft and comfortable and the drape is nice. they do seem to run a little large  so i'd size down if you're between sizes.  and now  sadly  the bad: these stretch out virtually an entire size after just about a,Pants
-1,I bought an xl and they looked like they would have been a small. can't review anything else because i couldn't even get them on.... ridiculous,Pants
-1,"These are horrible pants!!! they run small in the thigh and butt like other cartonnier crops. look great at first....after a few hours of wear the stretch out everywhere!!! absolutely terrible! i have several pairs of cartonnier crops that are my ""go to"" pants  but these are not worth even the sale price! i'd give them no stars if i could!! this fabric is very different from my other printed pairs. if u must try them  size down and suffer through the first few ""tight"" hours! trust me...they will",Pants
-1,These run small (i am 110 and got a size 4)  they were a tad tight on top. the waist fit but felt a little too snug  short from waist to crotch and then bloomed out in a nice but stiff ish material. they are a dark blue animal print. i felt like bozo the clown goes to the jungle. they looked so silly i had to laugh. even with the 20% off  these are going back. not even comfortable to lounge around the house in never mind being seen by anyone in person!,Pants
-1,I was so looking forward to wearing these pants on an upcoming trip. i already had my outfits planned! when these pants arrived  however  they were very different from those shown in the pictures online. firstly  the pants are  in actuality  quite cropped. i am 5'9-- the model in the pictures is at least that height  if not taller-- and the hems were several inches above my ankles. secondly  the pants appear to be an even wider cut than what's shown  although the width of the pant legs may have,Pants
-1,I usually buy a pair of these kind of pants every year from this brand. they are lightweight  sturdy and very flattering to my curvier body. this brand can run big  so i usually buy a size 2 rather than my normal size 4. i was going to wait it out and let someone else try them first  but then i caved and ordered them in two sizes: 26 and 27 because they didn't label them 2  4  6 etc. anymore. these pants still look well made and have cute little details  but they are bigger than ever!! the 27's,Pants
-1,Bought the gold pair and dripped something on them so spot cleaned them with water only. my white washcloth turned bright yellow. the food came out but surrounding area was super faded. so i returned them  took the second pair home  wore them a few times  they stretched out so much  washed them in cold water and they have splotches that are really light. these pants are way too much trouble.,Pants
0,The jumpsuit is very pretty but it's definitely not meant for women who are on the curvier side or shorter. plus it sort of looks like pajamas on. i am 5'7 and i wanted to to look similar to the model in the picture but it comes down to my ankles so it would look best on taller/thin woman.,Pants
0,These looked super cute online and i was excited about getting them. i wanted that slightly baggy look to be able to carry them off similar to the model. so i referred to the size chart and ordered the size that said it would allow this. based on the size chart for this item...it is wrong. i should have had extra room. instead they were tight around the hips. i measured my hips before ordering and i am a seamstress....so i know where and what to measure. this is a nice quality product though...j,Pants
0,I really love the look of this jumpsuit  casual but classy. shapely but comfortable. i'm 5'4 and  similar to another reviewer  proportional torso to leg ratio. the legs were longer on me than the model in the picture  but no problem there because they're cuffed.however the arm holes are too big. my bra shows  and the particular one i got came damaged with some of the embroidery coming unraveled on the back. it's also supposed to be dry cleaned and that's annoying for casual wear. returning it.,Pants
0,"I do not love these pants. while the fabric is nice  they make me look rather dumpy. i highly recommend the essential taper pant instead  which has beautiful tapering legs and made me look more slender. these pants make me look like i've put on 20 pounds and they also make me look rather squat. perhaps they would look good on someone tall  but at 5' 6"" these are a miss for me!",Pants
0,I ordered a large  and was hopeful that this would be as comfy and stylish as others reviewed. for me  it was not. it ran a little small on top  buttons bulged at my chest  and was hard to put on. bottom part fit well (although flattened my butt unflatteringly). i'm sure this works for some  just wasn't the right fit for me. sent it back.,Pants
0,"Love the cut and the way they drape. size 26 and 5'6"" 135lbs fit great until you wear them for an hour. all of a sudden my 26s became 28s. they were practically falling off. i plan to wash them to see if they shrink. i wish they held their shape since they are so cute.",Pants
0,"Super long even at 5'7"" and a little too voluminous for my taste. incredibly comfortable and beautiful pattern though. i'm having a hard time imagining there getting much use for me  so even at the sale price they're going back.",Pants
0,Loved these pants when i tried them on they looked great and felt so comfortable. when i washed according to the directions on the tag the bottom of one leg lost so much color that i can't wear them anymore..so disappointed!,Pants
0,I own the essential slims and love them  so i figured i could order these in my normal size and they'd fit great. i was way off. they were uncomfortably tight in the calves (which is understandable - i'm a runner so my calves are disproportionately large) and uncomfortable in the waist. i decided to order one size bigger and pretty much had the same problem in the calves. the high waist was also still unflattering and uncomfortable. these might be great for hour glass shape with skinny calves. t,Pants
1,I love this ankle length pant. it is so comfortable wear it with a tunic or tee. i can wear this for 3 seasons!,Pants
1,"I have the blue and holly joggers. i absolutely love the fit   feel and color of the joggers. the oddity is that the elastic at the waist bunches in the blue pair but not the holly. it drives me crazy. i could only wear the blue for a couple of hours before i had to change into something else (unfortunately the holly joggers were in the wash).  i'm going to take the blue joggers to the seamstress. maybe she can fix them. 65""  135  small was perfect.",Pants
1,"The model doesn't do this jumpsuit justice. absolutely gorgeous!  beautifully constructed   cute details   flows well   easy to dress up or down...  5'5"" 135 34 c- the 6 was perfect.",Pants
1,"I love these pants! the pattern is polished and the flowy style is perfect for warm weather. i ordered a small and was worried they would be too short (i'm 5'10"")  but they are just right when i wear them just slightly lower than my true waist. my new favorite summer pants.",Pants
1,I loooove this. my favorite retailer purchase in a while and i buy frequently. ran out of s p while in my basket (there are never enough petites available) so i got the medium. it is big but with this style i can pull it off. it does run a bit large so a s would have been perfect. please make this in more colors/fabrics! i would buy them all!,Pants
1,The fabric and design of this piece are so unique.  i am skeptical of wide leg designs in product photos because the fabric is often much more voluminous irl than it appears  which is the case for this jumpsuit.  despite the extra volume  the fabric weight gives it a structured look which makes the wide legs look fantastic on.  there is a silicon grip band around the top that allows you to wear it strapless  though it doesn't seem very functional to me without boning or more structure to the sid,Pants
1,Bought these in 28 had to return for a 27p . love them!! i order the 2 other colors,Pants
1,I'm a big fan of level 99 jeans and linen pants. these are great-- good quality  flattering fit  lovely color. i got the coral in size 26/petite  and that works for me. they do start out just a bit snug in the seat when i first put them on  but they'll pretty quickly stretch out just enough to maintain shape without becoming baggy  like my other level 99 linens-- something to keep in mind when trying to find your right fit. i was a little worried that the drawstring meant there wouldn't be much,Pants
1,I love these pants! they fit perfectly and are great for casual days at work. great quality too! love!!!,Pants
-1,"These looked really interesting online and with the multicolor stripes i thought it would pair nicely with many tops.     the fabric is nice and sturdy. the colors are more vibrant than online.     the design however is terrible. when i put them on i double checked to make sure they weren't on backwards- the back is flat as a board but the front has these poofy pockets. the poor fit with the bright stripes gives a ""1920s circus diaper"" look which is not good.     they're also really tight compar",Shorts
-1,Don't be fooled by the image; unless you have a c/d chest  this romper has masses of draped fabric right around your middle--exactly where you want it least! very unflattering and rather expensive for the poor quality. back it goes!,Shorts
-1,"I am 5' 7"" - 110 lbs. ordered my normal xs and the bottom portion was way over sized. it fit like a parachute  you could fit about 12 of me in the bottoms and very short. nice quality material  but extremely awkward fit.",Shorts
-1,"I'm 140 at 5' 8"". pear shape. the pockets really opened up when i put them on and didn't lay flat. loose on leg opening - which i liked. but the pockets sticking out around the hip area made my pear shape even wider. i got a medium",Shorts
-1,"I was so excited to try these  it's hard to find cute bermuda shorts. the legs were so wide. my husband asked if i was wearing his shorts. they don't look that wide in the picture. i am 5'4"" and 130 lbs i bought my regular size 28 but the waist was huge i could have sized down one or two sizes. unrolled they came to my knee.",Shorts
-1,I love the material on these shorts. unfortunately  that's all i love. the fit is awkward and i'm an easy fit. they're boxy in the body / legs and a bit tight in the waist  causing me to not be sure whether to place the elastic waist higher or lower and neither one works well. sadly  couldn't keep these just for the pretty fabric.,Shorts
-1,I loved this romper so much! the material is thin  but perfect for summer. the style is just what i was looking for. it's so so cute and fit perfectly...at first. i wore it one time and then washed it exactly as described on the tag and it shrunk beyond recognition. it went from loose and flowy  like on the model  to little booty shorts and a body suit...not the look i was going for. i am so disappointed.,Shorts
-1,"I followed the other reviews and sized down. normally  i'm a small/medium in retailer (5'8""/135 for clarification) and i expected the garment to be a bit roomy. i ordered the small and when it arrived i almost called the corporate office to ensure i didn't have to pay rent on the romper  given that you could comfortably fit a small family of five in it. oddly  the arm-holes were normal sized? i returned this mess.",Shorts
-1,I love the way these shorts fit and look; very comfy  but after laundering one time  the lavender color became blotchy. used regular detergent in gentle cycle and it looks like someone poured bleach on them in random areas & they are unwearable! i have several colors  but the only color that was a problem is the lavender. $58 for one wear was a waste. i hate to leave negative feedback  but be careful with laundering.,Shorts
0,"This was so ridiculous on me. i'm 5'8"" 120 usually a 2/xs. so i ordered the xs. the inseam of the shorts are so short they barely cover my bum. and i mean barely. the romper itself was so wide that two of me could have fit in it.  love the colors  fabric  and the non-elasticized waist. if you are under 5'5"" this might work for you in non-petite sizing.",Shorts
0,The fabric is super soft and comfortable and the look is cute  however the drape on the front crossover is not great and doesn't flatter well. the shorts will probably run a little on the short side for some - i'm very short (5') and the length is great for me but i'm guessing not for the average height.,Shorts
0,"I wanted to love this romper  but it just wasted right for me. i am 5'5""  135lbs  34c  curvy/muscular frame and ordered size small. i may have liked it better with more room in the medium  decided to return. i still recommend trying this product  but it wasn't for me and my hips!",Shorts
0,I know rompers typically aren&amp;#39;t the easiest and while i loved this fabric this was a pain to put on no zipper  etc. and the buttons are tiny and since the fabric doesnt stretch it is difficult to even try on. the length of the shorts was great and the fit was just ok all in all i don&amp;#39;t think it is worth the price.,Shorts
0,I had a few pairs of these high-waisted beauties last year and love them so i was thrilled to see them in this adorable pattern which is even cuter in person. unfortunately  the cut is different. the sides  covered here by the model's hands  flare out a bit which is the function of the sectioning that the piping accentuates. the top is not the definitively high-wasted height from last year. i don't own anything else high-wasted  being an apple i'm generally a low-rider owing to a small hips/butt,Shorts
0,Fabulous fabric  adorable details. fitting is very  very odd. it's non-adjustable in any way. the fabric has no stretch at all around the middle and the underwire of the bra is very stiff which i found painful. the straps were kind of loose  but there is no way to tighten them because of the frills. when i bent over  the shorts exposed the bottom of my butt. i'd get a larger size  but then i can't adjust the straps and they would definitely be too long and leave my breasts very exposed. overall ,Shorts
0,I fell in love with this romper and it was my go-to for any given day  but as soon it got wet the blue dye bled everywhere  so i had to return it.,Shorts
0,This romper is extremely well made and the colors are even more beautiful in person.  however  i found it to run extremely short in the torso.  i couldn't get my arms through the sleeves after stepping into it without ripping the garment.  for reference i'm 5'9 with a slightly longer than average torso.  i ordered my normal size m.,Shorts
0,Wore this romper 1x and after washing  the hem on one of the shorts/legs completely unraveled. if i want to ever wear it again  i will have to bring it to a tailor to get fixed. unacceptable for a $200 product. cute design and good fit but questionable quality.,Shorts
1,"So pretty. 5'4"" 115 lbs and the xs fits perfectly.",Shorts
1,"I am 5'7""  approx. 135 lbs  27-28 in jeans  size 4 in dresses. purchased these in a size 8. i would suggest sizing up between one to two sizes. as a result  the upper thigh portion of the shorts do appear a little baggier - plus pleats - can be overwhelming in terms of material - but not so baggy that it would make it ""circus tent""-like. do not expect these to be fitted.definitely a fun pair of shorts. seems like it will go well with sandals  espadrilles  wedges. paired with either a front-tucke",Shorts
1,"Very flattering on. i'm 5'4"" /145lbs and took a small. i love how substantial the fabric is and how slimming it looks on. the only weird thing for me is getting it on?you had to step thru the opening on top  there are no zippers  buttons and if you have larger hips or butt  it will be a challenge to get on. once on  it looks great and believe it or not  roomy.",Shorts
1,I love these shorts! they are cuter in person than online. they fit perfectly--casual  somewhat loose  airy feeling. i am 5'3  105 lbs  took my usual size 25. i wear shorts a little lower on my waist  and i prefer the looser fit. if you plan to wear them up higher on your waist  you can probably size down  but i didn't want to worry about shrinkage  and i wanted them to be easy and comfy. they washed nicely (machine wash  cold  laid flat)  light iron touch up. i ordered in moss green  nice color,Shorts
1,This jumpsuit is all the things other reviewers have stated: roomy  flattering  has give. however  note: the way in and out of this outfit is a single button with a loop at the top of the back. if you need to run to the restroom - plan. it can be an absolute pain to get out of this outfit to go to the restroom. let's not talk about the possibilities of the outfit dropping on a public restroom floor...yes  i went there...    i would have preferred separates to a single piece. you could achieve th,Shorts
1,"Beautiful shorts. i'm 5'3"" 130 lbs and athletic/muscular build. the 4 fit perfect which is my true size. great print that will go with plenty of different colors. i feel like you can dress it up or go more casual.",Shorts
1,"I purchased these shorts in a size 24. i'm on the petite side of things and the shorts are a little big. the tie-front allows you to tighten the short. i actually think the photo does a good job showing this item. the color is a washed out gray and the shorts are not too ""short."" the fabric is light and this will be great for hotter days. i like them.",Shorts
1,If i could get these in every color i would! these shorts fit so well and the quality is really nice. i wear them with t-shirts or dress them up with a blouse. i'm a mom in my mid-40's and its hard to find a decent pair of shorts that fit me without being too long or too short - these fit the bill.,Shorts
1,I love this short. i normally wear size 10 this short just bit larger than average 10 .it is not to short not to long just perfect.,Shorts
-1,The skirt is just okay. the design is great but the material is extremely thin and see through. there is a slip which goes to mid-thigh- very strange and felt weird as well. the pleats are okay but not great. overall  it is not worth paying full price for or anywhere near that. and again  be wary of it being see through.,Skirts
-1,It looks like you are wearing cargo shorts. really unflattering. avoid buying this skirt,Skirts
-1,Very very boxy design/cut. try on first or buy knowing you are 90% likely to return. beautiful skirt but if you don't have the right body type/measurements  will not flatter you at all.,Skirts
-1,While i love the fabric and the pattern  this skirt leaves too much to be desired. the full price is absurd considering what you get.  there is no mention online that there is no built in slip  and as the material is extremely thin a slip is an absolute must. (see attached photo.) even in dim lighting you can see straight through.   also for this price point it is strange that the skirt is 'pull-on styling.' i would say that it is true to size  and i am usually a medium @ retailer  but i have a sm,Skirts
-1,This skirt for sure was the most disappointing thing i've ever ordered from retailer. it looks like an all white skirt that has a little stiffness to it but looks are deceiving. it has this weird checkered patten and there is no shape to the skirt at all. there are also weird stitching lines. one more thing that i didn't like about the skirt was that it's a cream-ish color. not even the cute flamingos will make me keep this skirt. it's going back.,Skirts
-1,This looked beautiful online  but the skirt isn't 100% silk - the strips of fabric have different fiber content levels  with most of them containing some level of polyester. parts of the skirt felt like plastic to touch  and one strip has a very prominent gold sheen that looks cheap. overall very disappointing - this is not at all the beautiful silk skirt that it appears to be online.  a definite return. i wouldn't even recommend this at first or second cut.,Skirts
-1,I agree with the previous reviewer that the length is not at all what is shown in the picture. much shorter than that. and while the overall detail of the skirt is very nice  the elastic waistband makes it look cheap considering the price...,Skirts
-1,"The color is nice and the material is what you might find used by a high school drama club with a low budget - a very cheap polyester. on top of that - it is unhemmed and unfinished in any way - so you can bet  that about the second or third wearing there are going to be runs all through the thing. i've attached a picture of the ""hem"" below. on top of that - the ruching is awkward (as mentioned by another reviewers). all in all - kind of terrible.",Skirts
-1,This skirt looked absolutely beautiful in store and took my breath away. i immediately headed to the fitting room to try it on  but was disappointed by the awkward ruching. if this skirt has removed that upper portion and kept a normal waistband (thereby also shortening it to knee length)  it would have been lovely. it should be noted that this is midi-length  which is awkward on me. i was unable to find a cute way to wear this which is disappointing since it could have been lovely.,Skirts
0,Super cute but order at least one size up,Skirts
0,Overall construction/craftmanship of skirt is poor- the dots were sewn in on the seam- some dots didn't lay flat on side by seam- looked like some dots were missing around the top part of skirt in back- ( very disappointed in the quality from retailer- my last 3 or so orders have been similar complaints with their items- sad!!!),Skirts
0,I really like this skirt but unfortunately there is no lining  so it's a bit see through under the light. also there is no hook at the top of the zipper to secure the skirt. i just think that with this kind of price  the skirt should come at least with the lining. otherwise  it's beautiful skirt  flowy and very feminine.,Skirts
0,I am so in love with this skirt  but unfortunately it runs at least one size small...since i am a 16 there is no sizing up. the color  quality  and style are perfection but i would say this runs as more true to junior's sizing than a regular women's size. so sad because it will be going back.,Skirts
0,I really wanted this skirt to work but it didn't look very flattering on me. a great midi length and very cool pattern  so hopefully will work for others!,Skirts
0,I loved the fit  color and style  but the fabric seemed very thin and cheap. i was worried that it would tear easily. this is getting returned.,Skirts
0,"Just didnt like the fit. it ""puffed out"" in front  so that wasnt very flattering. i have an hourglass shape  and this was not a good fit for me.",Skirts
0,I'm actually surprised no one has reviewed this yet. i took the plunge because it seemed like a classic wardrobe staple  nothing too flashy or fancy  that would go well with many outfits. my thoughts below:  __________________  pros:  - fits tts. i'm normally either a 10 or 12 and got the large. it fit well and the elastic isn't too tight. fit very well for me because i have wider hips. so if you're straight or slim  you could probably size down.  - exactly as pictured. it does have a nice flow,Skirts
0,This skirt is very pretty but i think it runs very large. i am a size 4  xs in retailer. my waist is 28 inches  5'7  140 pounds. the skirt is touching the floor. even if i wear high heels  i will have to wear it up my waist. the elastic band is weak  not sure if it will hold the skirt. it should be ok with a belt. i still recommend it cause it's so pretty.,Skirts
1,"Had been eyeing this for a while. print is beautiful in person  just as pictured. tts fit (size 8  5'7""  150#  pear shaped). comes within a couple inches of my knees so long enough to wear to work.",Skirts
1,Tried this skirt on in the store and loved it...so pretty feminine and versatile except for the color.. although its a gorgeous color and i do love red how often do people wear red skirts? i would have snatched it up if it were offered in other colors. unlike the other reviewer i think the ruching is great as it gives you the option to wear the skirt higher or lower on your waist and adds the axtra interest factor. as this would be a totally frivolous buy i'm going to resist and try to wait for,Skirts
1,This skirt caught my eyes right away in the clearance section. i would have tried size 2 but it wasn't available. however size 4 fitted just fine. the print has bright summery feel to it. the lines on skirt are more carrot orange than it is to red. fabric is soft.,Skirts
1,"I haven?t loved the look of something so much in a while as this skirt in the green motif  which i spotted in my durham store. so i ordered it in the xspetite; my usual retailer size (+/- 105 lbs.  34"" hips  26"" waist  average torso length  short legs). if you have smaller than a 26-inch waist  the waist of the xsp will probably be too big. i?d say this skirt is exactly as pictured. the fabric is a thickish  textured knit on the outside  with a thin  green  very soft jersey lining. you have to be",Skirts
1,Fit is tts and comfortable. the color didn't suit mine but if the color works for you then grab it because it's a beauty,Skirts
1,I fell in love with this online and i'm so thrilled that it's even more beautiful in person. it is a stunning  very dark teal velvet with the most gorgeous embroidery. perfect fit  quality  and nicely lined. a keeper for years to come! i think it's true to size (for reference i'm 5'1  100 lbs and the 0p fits perfectly),Skirts
1,I was very hesitant to purchase this with such a high price tag but i just received it in the mail and it is absolutely beautiful. feels and looks high quality and i can't wait to pair it with the top the model is wearing in the photos. definitely worth it!,Skirts
1,"The skirt looked orange online  but is more of a nice red (i do like orange too though). i had orginially palced this in my basket as a to order later to see  but my store had it. glad because i would have ordered petite  adn i do think that would have been too short for me (not appropirate for work or (in my opinion0  my age). the skirt (size 0 regular)  fit my waste  and fell about one inch above my knee. i am 5'1.5"" (115 lbs if it helps#... so petite would have been short.  the only thing tha",Skirts
1,I tried on the xs in store i typically need petite) and it was a great length for me  i think petite would be too short for me to wear to work. the xs was a little snug on the waist  but the rest of the skirt fit perfectly  so though it was snug  i think i would still buy the xs. (stretchy band). the cream color/ivory is a nice summery color  not see-through unless you have dark unders. flirty and overall nice and airy for warm summer days. 115 lbs  26-27 inches waist),Skirts
-1,This one pulled across my shoulders and neck in a creepy way. did not like the way that it fit. returned,Sleep
-1,Length too long and waist to high. these are not sized for petites.,Sleep
-1,Fight a bit snug over the bust then widens like a bell. not as cute as it looks in the photo. returned.,Sleep
-1,First of all it arrived rolled in a tight ball the size of a large starbucks coffee. i don't know why they do that.... you're not going to be immediately impressed by something that is packaged like it's cheap! second  i'm usually a 0-4 in retailer and mine is no where near as loose-fitting as the photo. also  he sleeves and back are a very thin waffle knit... like a flimsy t-shirt. and see-thru. the sleeves form-fit to my arms so i couldn't layer under it  but i couldn't wear it alone with the fa,Sleep
-1,After reading the reviews i placed an order because it was the only top that caught my eye on the entire price downs. lately all my usual l/10 sizes from retailer turn out huge so i ordered a size smaller from what i usually wear. all would have been ok if the top wasn't so darn short. for reference i'm 6 ft tall  160 lb. it's weird that this top looks completely the opposite of the model on the photo  from a loose looking fit with longer sleeves looking like a stylized sweatshirt that is not what,Sleep
